,Date,Low,High,Close,Open
61,2002-08-20,12.9,13.91,0.9464,13.79
62,2002-08-21,12.86,13.6,0.9686,13.35
63,2002-08-22,13.01,13.99,0.9836,13.63
64,2002-08-23,13.55,13.95,0.9936,13.92
65,2002-08-26,13.13,13.95,0.9679,13.95
66,2002-08-27,12.01,13.55,0.8736,13.55
67,2002-08-28,11.55,12.46,0.8643,12.06
68,2002-08-29,11.54,12.91,0.9036,11.66
69,2002-08-30,12.52,13.48,0.9364,12.8
70,2002-09-03,12.79,13.49,0.9257,13.11
71,2002-09-04,12.71,13.25,0.9286,12.96
72,2002-09-05,12.75,13.1,0.9179,12.85
73,2002-09-06,12.75,13.1,0.9143,12.99
74,2002-09-09,12.5,12.95,0.9014,12.87
75,2002-09-10,12.45,13.3,0.945,12.61
76,2002-09-11,13.14,13.67,0.9614,13.14
77,2002-09-12,12.8,13.54,0.925,13.48
78,2002-09-13,12.1,12.98,0.8786,12.9
79,2002-09-16,11.94,12.49,0.8571,12.49
80,2002-09-17,11.55,12.1,0.8557,12.1
81,2002-09-18,10.99,11.78,0.7879,11.71
82,2002-09-19,10.05,11.0,0.7243,10.99
83,2002-09-20,9.8,10.75,0.7085,10.55
84,2002-09-23,9.881,10.25,0.7115,10.0
85,2002-09-24,9.65,10.15,0.7179,9.96
86,2002-09-25,9.91,10.5,0.7321,10.15
87,2002-09-26,10.2,10.97,0.7836,10.48
88,2002-09-27,9.972,10.98,0.72,10.87
89,2002-09-30,9.65,10.1,0.6929,9.9
90,2002-10-01,9.25,9.94,0.6786,9.93
91,2002-10-02,7.85,9.64,0.5786,9.64
92,2002-10-03,6.85,7.98,0.5179,7.97
93,2002-10-04,6.26,7.44,0.4688,7.25
94,2002-10-07,5.35,6.42,0.4121,6.3
95,2002-10-08,5.47,5.99,0.405,5.75
96,2002-10-09,4.86,5.75,0.3729,5.74
97,2002-10-10,4.85,7.35,0.5064,5.29
98,2002-10-11,6.25,7.4,0.4707,7.12
99,2002-10-14,6.49,7.49,0.5343,6.5
100,2002-10-15,7.59,8.2,0.55,7.6
101,2002-10-16,6.2,7.46,0.4593,7.41
102,2002-10-17,6.6,8.2,0.55,6.61
103,2002-10-18,8.2,10.3,0.6829,8.2
104,2002-10-21,8.52,9.3,0.6364,8.94
105,2002-10-22,8.65,9.01,0.6256,8.9
106,2002-10-23,8.2,8.75,0.5893,8.75
107,2002-10-24,7.75,8.49,0.5793,8.49
108,2002-10-25,7.95,9.59,0.6429,8.12
109,2002-10-28,9.1,9.9,0.6857,9.3
110,2002-10-29,8.86,9.5,0.6571,9.45
111,2002-10-30,8.9,9.32,0.6414,9.29
112,2002-10-31,8.73,9.0,0.6408,8.91
113,2002-11-01,8.5,9.0,0.6386,8.8
114,2002-11-04,8.95,9.84,0.6714,9.0
115,2002-11-05,9.11,9.47,0.6514,9.41
116,2002-11-06,8.58,9.3,0.6293,9.3
117,2002-11-07,8.3,8.93,0.5929,8.85
118,2002-11-08,7.75,8.58,0.6107,8.47
119,2002-11-11,8.2,8.5,0.6007,8.5
120,2002-11-12,8.01,8.6,0.5779,8.4
121,2002-11-13,7.78,9.0,0.6414,8.11
122,2002-11-14,8.66,9.03,0.6186,9.0
123,2002-11-15,8.25,9.15,0.65,8.99
124,2002-11-18,8.75,10.93,0.7786,9.08
125,2002-11-19,8.73,10.09,0.6643,10.08
126,2002-11-20,9.25,10.19,0.7171,9.44
127,2002-11-21,10.05,11.0,0.7857,10.2
128,2002-11-22,10.53,11.2,0.7864,10.6
129,2002-11-25,10.55,11.15,0.7929,11.1
130,2002-11-26,10.48,11.0,0.7493,10.8
131,2002-11-27,10.41,10.72,0.7514,10.66
132,2002-11-29,10.4,11.13,0.775,10.5
133,2002-12-02,10.14,11.15,0.7614,10.4
134,2002-12-03,10.35,11.05,0.7707,10.5
135,2002-12-04,9.75,10.5,0.7106,10.4
136,2002-12-05,10.78,12.1,0.7857,12.02
137,2002-12-06,10.33,11.17,0.7821,10.99
138,2002-12-09,10.69,11.2,0.7993,11.14
139,2002-12-10,11.19,12.22,0.8714,11.2
140,2002-12-11,11.77,13.0,0.8971,11.96
141,2002-12-12,12.4,12.8,0.9007,12.68
142,2002-12-13,12.05,12.8,0.8929,12.6
143,2002-12-16,12.15,12.99,0.9136,12.58
144,2002-12-17,12.5,12.98,0.9064,12.8
145,2002-12-18,10.69,12.58,0.7857,12.55
146,2002-12-19,10.62,11.19,0.7714,10.79
147,2002-12-20,10.2,10.79,0.7643,10.7
148,2002-12-23,10.19,10.65,0.7321,10.35
149,2002-12-24,9.79,10.25,0.7071,10.2
150,2002-12-26,9.58,10.0,0.6964,9.83
151,2002-12-27,9.6,9.92,0.6907,9.7
152,2002-12-30,9.6,10.0,0.7136,9.85
153,2002-12-31,9.7,11.2,0.7864,9.98
154,2003-01-02,11.35,12.6,0.8179,11.85
155,2003-01-03,10.8,11.9,0.7729,11.9
156,2003-01-06,10.67,11.2,0.7929,11.0
157,2003-01-07,10.8,11.14,0.7836,10.8
158,2003-01-08,10.67,12.0,0.815,10.8
159,2003-01-09,11.33,11.84,0.8386,11.55
160,2003-01-10,11.6,12.7,0.8871,11.69
161,2003-01-13,11.97,12.37,0.8671,12.01
162,2003-01-14,11.71,12.35,0.86,12.2
163,2003-01-15,11.87,12.35,0.8714,11.89
164,2003-01-16,12.0,13.39,0.8571,12.7
165,2003-01-17,11.05,11.9,0.8171,11.8
166,2003-01-21,11.1,11.9,0.8143,11.57
167,2003-01-22,11.28,11.95,0.8286,11.38
168,2003-01-23,11.7,12.68,0.8707,11.91
169,2003-01-24,11.85,12.38,0.8807,12.25
170,2003-01-27,11.72,12.28,0.8771,12.1
171,2003-01-28,11.91,12.85,0.8964,12.03
172,2003-01-29,11.91,12.85,0.8964,12.03
173,2003-01-30,12.35,12.76,0.9021,12.5
174,2003-01-31,12.46,13.25,0.9429,12.68
175,2003-02-03,12.5,13.18,0.9143,13.14
176,2003-02-04,12.05,12.75,0.8786,12.6
177,2003-02-05,11.82,12.4,0.8529,12.26
178,2003-02-06,11.54,12.0,0.8321,11.96
179,2003-02-07,11.69,12.25,0.87,11.8
180,2003-02-10,12.15,12.77,0.8907,12.23
181,2003-02-11,12.61,13.1,0.9271,12.9
182,2003-02-12,13.0,13.4,0.9486,13.37
183,2003-02-13,13.22,25.05,0.9443,13.31
184,2003-02-14,13.26,14.28,1.0171,13.33
185,2003-02-18,14.04,14.79,1.0471,14.31
186,2003-02-19,14.68,15.25,1.0814,14.82
187,2003-02-20,15.04,15.75,1.0986,15.49
188,2003-02-21,14.46,15.4,1.0643,15.4
189,2003-02-24,14.01,14.59,1.0029,14.34
190,2003-02-25,13.51,14.85,1.0464,13.81
191,2003-02-26,14.09,14.84,1.0393,14.76
192,2003-02-27,14.77,16.5,1.1786,14.82
193,2003-02-28,16.3,17.2,1.2221,16.63
194,2003-03-03,15.75,17.08,1.14,16.91
195,2003-03-04,15.54,16.41,1.1679,15.99
196,2003-03-05,15.76,16.36,1.1536,16.36
197,2003-03-06,16.0,16.49,1.1643,16.31
198,2003-03-07,15.75,16.6,1.1493,15.98
199,2003-03-10,15.71,16.3,1.1236,15.98
200,2003-03-11,15.0,15.75,1.1071,15.73
201,2003-03-12,14.9,15.51,1.0757,15.45
202,2003-03-13,15.25,16.57,1.1607,15.36
203,2003-03-14,16.39,16.95,1.1821,16.6
204,2003-03-17,15.66,18.09,1.2857,16.58
205,2003-03-18,18.07,19.18,1.3393,18.5
206,2003-03-19,18.7,19.58,1.3743,19.09
207,2003-03-20,18.61,19.69,1.345,19.45
208,2003-03-21,18.31,19.61,1.325,19.11
209,2003-03-24,17.75,18.6,1.2857,18.27
210,2003-03-25,17.95,19.49,1.375,18.0
211,2003-03-26,19.25,20.74,1.4714,19.4
212,2003-03-27,20.2,21.91,1.5521,20.5
213,2003-03-28,20.71,22.33,1.5043,21.75
214,2003-03-31,20.11,21.1,1.4536,20.19
215,2003-04-01,18.56,20.58,1.3543,20.5
216,2003-04-02,19.56,20.61,1.4171,20.0
217,2003-04-03,19.56,20.25,1.4286,20.2
218,2003-04-04,19.44,20.43,1.3964,20.16
219,2003-04-07,19.76,21.25,1.425,20.6
220,2003-04-08,19.1,20.6,1.4414,19.89
221,2003-04-09,20.0,20.8,1.4571,20.75
222,2003-04-10,20.11,21.16,1.5014,20.49
223,2003-04-11,20.65,21.7,1.4836,21.24
224,2003-04-14,20.1,20.7,1.4429,20.31
225,2003-04-15,19.72,20.3,1.4393,20.1
226,2003-04-16,20.1,20.62,1.4694,20.28
227,2003-04-17,20.57,22.0,1.5686,20.65
228,2003-04-21,22.6,24.69,1.7593,23.7
229,2003-04-22,22.44,24.489,1.6407,24.489
230,2003-04-23,20.05,23.09,1.48,23.06
231,2003-04-24,20.3,22.79,1.5729,20.54
232,2003-04-25,20.898,22.2,1.5107,21.99
233,2003-04-28,21.0,22.25,1.5829,21.0
234,2003-04-29,22.11,23.0,1.6286,22.11
235,2003-04-30,21.75,23.28,1.6286,22.89
236,2003-05-01,22.35,22.84,1.6071,22.67
237,2003-05-02,22.4,23.0,1.6165,22.45
238,2003-05-05,22.42,24.39,1.6693,22.42
239,2003-05-06,22.9,24.19,1.6586,23.37
240,2003-05-07,22.85,23.8,1.6882,23.22
241,2003-05-08,22.77,23.41,1.6343,23.31
242,2003-05-09,22.3,23.1,1.6157,22.9
243,2003-05-12,22.7,23.95,1.6807,22.89
244,2003-05-13,23.55,25.25,1.7964,23.7
245,2003-05-14,24.32,25.93,1.7486,25.88
246,2003-05-15,24.15,24.98,1.7471,24.58
247,2003-05-16,23.0,24.6,1.6993,24.52
248,2003-05-19,20.53,23.42,1.485,23.3
249,2003-05-20,20.55,21.95,1.5536,21.35
250,2003-05-21,20.76,21.79,1.5136,21.76
251,2003-05-22,21.1,22.84,1.6136,21.18
252,2003-05-23,22.1,23.2,1.58,22.87
253,2003-05-27,22.0,22.95,1.6207,22.05
254,2003-05-28,21.75,23.45,1.6143,22.81
255,2003-05-29,22.11,23.01,1.6286,22.54
256,2003-05-30,22.15,22.95,1.6036,22.83
257,2003-06-02,22.51,24.25,1.6643,22.51
258,2003-06-03,23.05,24.06,1.7044,23.29
259,2003-06-04,24.01,25.2,1.7429,24.11
260,2003-06-05,23.63,25.44,1.815,24.49
261,2003-06-06,23.3,26.35,1.6864,25.74
262,2003-06-09,22.5,23.69,1.6429,23.62
263,2003-06-10,20.82,23.58,1.6214,22.02
264,2003-06-11,21.9,22.85,1.6036,22.12
265,2003-06-12,21.22,22.49,1.5657,22.19
266,2003-06-13,18.05,21.35,1.3714,21.21
267,2003-06-16,19.4,21.77,1.5536,19.44
268,2003-06-17,21.12,22.3,1.515,21.84
269,2003-06-18,21.12,21.87,1.5329,21.37
270,2003-06-19,21.4,22.15,1.5693,21.4
271,2003-06-20,21.21,22.55,1.55,22.17
272,2003-06-23,21.23,21.85,1.5357,21.56
273,2003-06-24,21.4,23.98,1.6321,21.4
274,2003-06-25,22.55,24.14,1.6514,23.5
275,2003-06-26,23.12,25.21,1.7771,23.22
276,2003-06-27,24.72,25.89,1.7786,24.99
277,2003-06-30,24.91,26.24,1.825,25.09
278,2003-07-01,24.26,25.6,1.7679,25.6
279,2003-07-02,25.67,27.5,1.94,25.96
280,2003-07-03,26.8,27.9,1.9821,26.93
281,2003-07-07,26.3,28.6,1.9143,27.5
282,2003-07-08,26.75,27.6,1.9593,27.0
283,2003-07-09,26.901,28.04,1.9686,27.4
284,2003-07-10,26.7,27.94,1.9221,27.37
285,2003-07-11,26.02,27.25,1.8921,26.61
286,2003-07-14,26.49,28.55,2.01,26.64
287,2003-07-15,26.16,28.02,1.8843,26.67
288,2003-07-16,24.5,27.0,1.82,26.65
289,2003-07-17,24.57,25.48,1.8057,25.24
290,2003-07-18,22.55,25.54,1.725,25.51
291,2003-07-21,22.97,24.16,1.6807,24.16
292,2003-07-22,23.48,24.99,1.7643,23.53
293,2003-07-23,24.85,26.73,1.905,24.86
294,2003-07-24,26.2,27.35,1.8857,26.9
295,2003-07-25,26.09,27.1,1.93,26.09
296,2003-07-28,26.51,27.47,1.9014,26.55
297,2003-07-29,26.25,27.0,1.9064,26.75
298,2003-07-30,25.85,26.77,1.8539,26.75
299,2003-07-31,24.8,26.3,1.8714,26.25
300,2003-08-01,24.95,26.0,1.7821,25.92
301,2003-08-04,24.3,25.16,1.7821,24.95
302,2003-08-05,24.26,25.45,1.7364,25.1
303,2003-08-06,22.87,24.5,1.6686,24.4
304,2003-08-07,22.6,23.35,1.6493,23.11
305,2003-08-08,23.08,23.75,1.6779,23.15
306,2003-08-11,23.34,24.93,1.7729,23.35
307,2003-08-12,24.14,25.0,1.7764,24.93
308,2003-08-13,24.08,25.24,1.73,24.88
309,2003-08-14,24.23,25.48,1.7814,24.32
310,2003-08-15,24.57,25.24,1.785,25.1
311,2003-08-18,24.39,25.13,1.775,25.1
312,2003-08-19,24.64,25.98,1.8457,24.9
313,2003-08-20,25.71,28.86,1.98,25.71
314,2003-08-21,28.23,29.72,2.0593,28.25
315,2003-08-22,28.5,29.37,2.0571,28.97
316,2003-08-25,27.25,28.66,2.005,28.51
317,2003-08-26,27.4,30.15,2.1279,27.9
318,2003-08-27,29.92,33.1,2.3121,30.0
319,2003-08-28,30.65,33.0,2.26,32.98
320,2003-08-29,31.25,33.78,2.3807,31.49
321,2003-09-02,32.4,34.69,2.4036,33.23
322,2003-09-03,32.96,35.44,2.3786,34.52
323,2003-09-04,32.8,33.8,2.3921,33.2
324,2003-09-05,33.3,35.3,2.4679,33.31
325,2003-09-08,34.0,35.5,2.48,34.22
326,2003-09-09,34.63,36.53,2.5364,34.66
327,2003-09-10,33.6,36.27,2.4221,35.3
328,2003-09-11,32.07,34.25,2.3479,34.04
329,2003-09-12,32.5,34.76,2.4693,32.77
330,2003-09-15,34.45,36.14,2.5364,34.75
331,2003-09-16,35.65,37.43,2.5643,37.05
332,2003-09-17,35.43,36.97,2.5536,36.2
333,2003-09-18,35.6,36.82,2.61,36.2
334,2003-09-19,35.79,37.6,2.6429,36.5
335,2003-09-22,36.33,40.24,2.7707,36.46
336,2003-09-23,38.17,39.5,2.795,39.15
337,2003-09-24,37.89,39.33,2.7143,39.28
338,2003-09-25,33.739,38.45,2.4864,37.89
339,2003-09-26,33.33,35.73,2.3921,34.1
340,2003-09-29,30.42,33.85,2.3914,32.51
341,2003-09-30,33.05,36.11,2.3971,33.79
342,2003-10-01,33.4,35.49,2.465,33.6
343,2003-10-02,36.0,41.6,2.9264,37.64
344,2003-10-03,39.54,41.42,2.8679,41.15
345,2003-10-06,39.35,42.63,2.9543,40.02
346,2003-10-07,40.96,44.7,3.1464,41.41
347,2003-10-08,42.05,44.89,3.0714,44.78
348,2003-10-09,42.77,45.2,3.0764,43.04
349,2003-10-10,43.3,44.86,3.1893,43.5
350,2003-10-13,44.3,46.85,3.345,44.4
351,2003-10-14,45.85,48.45,3.3729,47.16
352,2003-10-15,44.29,48.0,3.1929,47.39
353,2003-10-16,45.32,53.56,3.7036,45.48
354,2003-10-17,49.5,53.08,3.7236,51.45
355,2003-10-20,50.46,56.25,3.9101,50.87
356,2003-10-21,53.54,56.0,3.8929,55.25
357,2003-10-22,52.15,54.35,3.7464,53.1
358,2003-10-23,50.1,53.422,3.7236,51.21
359,2003-10-24,50.7,53.45,3.7136,52.5
360,2003-10-27,51.54,53.82,3.8392,51.64
361,2003-10-28,54.2,56.48,4.0343,54.65
362,2003-10-29,56.9,59.3,4.2186,57.5
363,2003-10-30,57.8,61.0,4.1721,60.34
364,2003-10-31,56.52,58.95,4.0871,58.84
365,2003-11-03,57.2,59.0,4.175,57.39
366,2003-11-04,57.84,60.55,4.2571,58.05
367,2003-11-05,57.95,59.986,4.1943,59.25
368,2003-11-06,50.03,56.68,3.6307,55.2
369,2003-11-07,46.221,52.85,3.3486,51.16
370,2003-11-10,45.95,47.97,3.3286,46.87
371,2003-11-11,45.95,47.95,3.3593,46.91
372,2003-11-12,46.56,50.49,3.5885,47.0
373,2003-11-13,48.2,50.8,3.4643,50.79
374,2003-11-14,46.55,49.46,3.3407,48.39
375,2003-11-17,44.18,46.39,3.1857,46.35
376,2003-11-18,44.73,47.6,3.3264,45.2
377,2003-11-19,45.6,47.92,3.3171,46.6
378,2003-11-20,44.2,47.1,3.2543,44.51
379,2003-11-21,45.22,47.0,3.2607,46.45
380,2003-11-24,45.41,47.0,3.3429,45.41
381,2003-11-25,46.96,48.9,3.4293,47.15
382,2003-11-26,47.67,49.35,3.4507,48.26
383,2003-11-28,48.0,49.11,3.5,48.33
384,2003-12-01,49.19,51.0,3.6214,49.42
385,2003-12-02,50.0,51.82,3.6357,50.45
386,2003-12-03,49.55,52.26,3.555,51.45
387,2003-12-04,46.66,50.65,3.4314,49.99
388,2003-12-05,46.69,48.48,3.3907,47.65
389,2003-12-08,45.59,48.47,3.3721,47.25
390,2003-12-09,45.31,47.85,3.2457,47.59
391,2003-12-10,44.4,47.3,3.2179,45.24
392,2003-12-11,45.0,47.46,3.3886,45.03
393,2003-12-12,46.23,47.92,3.3436,47.9
394,2003-12-15,44.96,48.75,3.2371,48.4
395,2003-12-16,43.69,45.39,3.2,44.97
396,2003-12-17,43.05,50.68,3.6064,44.51
397,2003-12-18,49.75,51.8,3.6549,50.28
398,2003-12-19,50.35,51.79,3.6479,51.19
399,2003-12-22,50.55,52.25,3.7121,50.8
400,2003-12-23,50.9,55.44,3.9193,51.99
401,2003-12-24,54.85,58.47,4.07,55.11
402,2003-12-26,56.7,58.98,4.1571,56.9
403,2003-12-29,58.06,59.23,4.165,58.51
404,2003-12-30,56.36,58.33,4.0564,58.33
405,2003-12-31,54.33,57.28,3.9064,56.64
406,2004-01-02,53.79,57.79,3.9164,57.5
407,2004-01-05,54.25,56.86,3.9929,54.5
408,2004-01-06,55.12,60.75,4.2579,55.25
409,2004-01-07,59.49,62.58,4.4457,60.3
410,2004-01-08,60.079,63.9,4.4329,63.55
411,2004-01-09,60.42,64.1,4.4286,60.72
412,2004-01-12,61.13,64.6,4.575,62.24
413,2004-01-13,63.38,65.52,4.665,64.38
414,2004-01-14,64.2,66.15,4.65,64.966
415,2004-01-15,63.5,65.46,4.6279,64.92
416,2004-01-16,64.31,65.56,4.6829,64.95
417,2004-01-20,65.18,69.21,4.8393,65.85
418,2004-01-21,65.63,68.35,4.7,68.02
419,2004-01-22,73.22,79.2,5.5471,75.811
420,2004-01-23,75.06,78.75,5.5357,77.5
421,2004-01-26,75.25,77.08,5.4471,76.5
422,2004-01-27,74.91,79.54,5.3704,76.0
423,2004-01-28,70.75,76.38,5.1357,75.12
424,2004-01-29,68.69,73.03,5.0536,72.9
425,2004-01-30,70.19,74.67,5.2436,70.47
426,2004-02-02,72.2,75.36,5.195,74.2
427,2004-02-03,70.09,73.73,5.1357,72.58
428,2004-02-04,69.4,72.09,4.975,71.25
429,2004-02-05,69.29,73.57,5.2257,69.45
430,2004-02-06,72.47,76.8,5.4736,73.3
431,2004-02-09,76.454,78.95,5.4686,77.25
432,2004-02-10,72.03,77.45,5.2,77.45
433,2004-02-11,70.04,75.1,5.14,72.31
434,2004-02-12,35.26,37.87,5.3286,36.37
435,2004-02-13,35.45,38.12,5.0771,37.59
436,2004-02-17,34.51,36.2,5.04,36.1
437,2004-02-18,34.82,36.1,5.0343,35.48
438,2004-02-19,33.85,36.0,4.8786,35.68
439,2004-02-20,32.55,35.38,5.0543,33.8
440,2004-02-23,33.8,35.85,5.0029,33.9
441,2004-02-24,30.26,32.14,4.4571,31.55
442,2004-02-25,30.57,31.51,4.4443,31.08
443,2004-02-26,30.63,34.12,4.8,30.95
444,2004-02-27,33.02,34.97,4.9143,33.99
445,2004-03-01,34.22,35.46,4.9643,34.35
446,2004-03-02,34.4,35.15,4.9229,34.75
447,2004-03-03,33.01,34.6,4.7171,34.44
448,2004-03-04,32.51,33.24,4.6686,33.13
449,2004-03-05,32.33,34.1,4.7529,32.58
450,2004-03-08,31.8,33.6,4.5686,33.1
451,2004-03-09,30.9,32.15,4.45,32.04
452,2004-03-10,30.52,31.84,4.3729,31.04
453,2004-03-11,29.34,31.5,4.2886,30.44
454,2004-03-12,30.05,30.84,4.3957,30.4
455,2004-03-15,29.45,30.67,4.2214,30.33
456,2004-03-16,28.56,30.19,4.15,29.6
457,2004-03-17,29.31,30.89,4.36,29.45
458,2004-03-18,30.17,31.33,4.4143,30.43
459,2004-03-19,30.6,31.51,4.39,31.1
460,2004-03-22,29.2,30.35,4.1786,30.05
461,2004-03-23,27.67,30.22,4.0714,29.87
462,2004-03-24,27.7,29.0,4.0471,28.5
463,2004-03-25,28.403,29.92,4.2286,28.58
464,2004-03-26,28.86,29.75,4.1386,29.7
465,2004-03-29,30.13,33.42,4.77,30.73
466,2004-03-30,32.8,34.84,4.91,33.29
467,2004-03-31,33.57,34.95,4.8743,34.5
468,2004-04-01,33.7,36.21,5.0514,36.1
469,2004-04-02,35.12,36.71,5.0257,36.2
470,2004-04-05,34.81,36.44,5.1,35.06
471,2004-04-06,35.05,35.98,5.0857,35.51
472,2004-04-07,35.0,36.36,5.09,35.74
473,2004-04-08,36.65,38.14,5.3786,36.79
474,2004-04-12,37.06,38.62,5.3871,37.95
475,2004-04-13,36.07,38.34,5.2271,38.03
476,2004-04-14,35.8,36.55,5.2143,36.0
477,2004-04-15,35.82,37.91,5.2886,36.6
478,2004-04-16,29.22,32.84,4.3929,32.571
479,2004-04-19,27.02,30.98,4.3786,29.801
480,2004-04-20,28.98,31.19,4.1571,30.96
481,2004-04-21,28.18,29.72,4.1443,29.33
482,2004-04-22,28.71,30.36,4.2543,28.9
483,2004-04-23,29.05,30.22,4.23,30.1
484,2004-04-26,28.56,29.99,4.0871,29.52
485,2004-04-27,27.7,29.0,4.0057,28.8
486,2004-04-28,27.33,28.67,3.9541,27.95
487,2004-04-29,25.85,27.64,3.7214,27.22
488,2004-04-30,25.17,26.51,3.6229,26.32
489,2004-05-03,25.29,27.0,3.8429,25.3
490,2004-05-04,26.02,27.91,3.8529,26.64
491,2004-05-05,26.95,28.95,4.1129,27.15
492,2004-05-06,27.3,28.75,4.03,28.48
493,2004-05-07,27.3,28.4,3.9057,27.7
494,2004-05-10,26.08,27.41,3.8557,26.45
495,2004-05-11,28.41,29.56,4.2,28.48
496,2004-05-12,28.23,29.69,4.2157,29.4
497,2004-05-13,29.45,30.74,4.3843,29.64
498,2004-05-14,29.82,31.24,4.3914,30.84
499,2004-05-17,29.37,30.69,4.3571,29.74
500,2004-05-18,29.82,31.3,4.4286,31.01
501,2004-05-19,31.0,32.7,4.4786,31.59
502,2004-05-20,30.5,31.7,4.42,31.5
503,2004-05-21,30.56,31.36,4.4657,30.97
504,2004-05-24,31.1,31.95,4.5643,31.26
505,2004-05-25,31.3,32.25,4.5857,31.9
506,2004-05-26,31.85,32.58,4.6486,31.87
507,2004-05-27,32.55,33.27,4.7429,33.26
508,2004-05-28,32.33,33.2,4.7029,32.97
509,2004-06-01,31.98,33.0,4.6571,32.29
510,2004-06-02,32.25,32.94,4.6386,32.9
511,2004-06-03,30.96,32.41,4.45,32.4
512,2004-06-04,31.21,31.85,4.4857,31.38
513,2004-06-07,31.52,32.27,4.5857,31.72
514,2004-06-08,31.87,32.45,4.5729,31.99
515,2004-06-09,30.58,31.62,4.4714,31.61
516,2004-06-10,30.8,31.65,4.4557,31.4
517,2004-06-14,28.56,30.5,4.2214,30.49
518,2004-06-15,29.58,30.5,4.2471,29.76
519,2004-06-16,29.7,31.23,4.32,29.7
520,2004-06-17,29.58,30.29,4.26,30.27
521,2004-06-18,29.36,30.18,4.2214,29.89
522,2004-06-21,28.75,29.68,4.1314,29.55
523,2004-06-22,28.35,29.25,4.1414,29.25
524,2004-06-23,28.88,30.81,4.3843,28.88
525,2004-06-24,31.05,31.9,4.4414,31.25
526,2004-06-25,31.15,35.09,4.57,31.27
527,2004-06-28,32.02,35.0,4.8571,32.04
528,2004-06-29,34.06,35.26,4.8829,34.85
529,2004-06-30,34.86,36.57,5.1429,35.499
530,2004-07-01,35.39,36.07,5.1357,35.7
531,2004-07-02,31.9,34.79,4.6157,34.7
532,2004-07-06,31.42,33.95,4.7886,31.58
533,2004-07-07,32.75,34.87,4.7643,33.6
534,2004-07-08,31.77,33.4,4.5586,32.49
535,2004-07-09,32.3,33.43,4.7757,32.34
536,2004-07-12,32.01,33.44,4.6543,33.33
537,2004-07-13,31.76,33.33,4.5486,32.73
538,2004-07-14,30.5,32.89,4.58,31.71
539,2004-07-15,31.73,32.95,4.5714,32.25
